source_region_id,source_region_name,parent_region_id,parent_region_name,hemisphere,biological_base_name,granularity_level,species_taxon_id,canonical_candidate,circuit_discovery_eligible,normalized_name_en,normalized_name_zh,name_en_status,name_zh_status,identity_note
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_RIGHT,"Area TPJ (STG, SMG) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG,"Area TPJ (STG, SMG)",right,"Area TPJ (STG, SMG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area TPJ (STG, SMG) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_LEFT,"Area TPJ (STG, SMG) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG,"Area TPJ (STG, SMG)",left,"Area TPJ (STG, SMG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area TPJ (STG, SMG) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_RIGHT,"Area hOc2 (V2, 18) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,"Area hOc2 (V2, 18)",right,"Area hOc2 (V2, 18)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area hOc2 (V2, 18) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_LEFT,"Area hOc2 (V2, 18) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,"Area hOc2 (V2, 18)",left,"Area hOc2 (V2, 18)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area hOc2 (V2, 18) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_RIGHT,"Area hOc1 (V1, 17, CalcS) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,"Area hOc1 (V1, 17, CalcS)",right,"Area hOc1 (V1, 17, CalcS)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area hOc1 (V1, 17, CalcS) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_LEFT,"Area hOc1 (V1, 17, CalcS) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,"Area hOc1 (V1, 17, CalcS)",left,"Area hOc1 (V1, 17, CalcS)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area hOc1 (V1, 17, CalcS) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_RIGHT,Area hOc6 (POS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,Area hOc6 (POS),right,Area hOc6 (POS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc6 (POS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_LEFT,Area hOc6 (POS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,Area hOc6 (POS),left,Area hOc6 (POS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc6 (POS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_RIGHT,Area hOc4d (Cuneus) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,Area hOc4d (Cuneus),right,Area hOc4d (Cuneus),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4d (Cuneus) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_LEFT,Area hOc4d (Cuneus) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,Area hOc4d (Cuneus),left,Area hOc4d (Cuneus),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4d (Cuneus) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_RIGHT,Area hOc3d (Cuneus) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,Area hOc3d (Cuneus),right,Area hOc3d (Cuneus),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc3d (Cuneus) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_LEFT,Area hOc3d (Cuneus) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,Area hOc3d (Cuneus),left,Area hOc3d (Cuneus),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc3d (Cuneus) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_RIGHT,Area hOc3v (LingG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,Area hOc3v (LingG),right,Area hOc3v (LingG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc3v (LingG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_LEFT,Area hOc3v (LingG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,Area hOc3v (LingG),left,Area hOc3v (LingG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc3v (LingG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_RIGHT,Area hOc4v (LingG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,Area hOc4v (LingG),right,Area hOc4v (LingG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4v (LingG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_LEFT,Area hOc4v (LingG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,Area hOc4v (LingG),left,Area hOc4v (LingG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4v (LingG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_RIGHT,Area hOc4lp (LOC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,Area hOc4lp (LOC),right,Area hOc4lp (LOC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4lp (LOC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_LEFT,Area hOc4lp (LOC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,Area hOc4lp (LOC),left,Area hOc4lp (LOC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4lp (LOC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_RIGHT,Area hOc5 (LOC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,Area hOc5 (LOC),right,Area hOc5 (LOC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc5 (LOC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_LEFT,Area hOc5 (LOC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,Area hOc5 (LOC),left,Area hOc5 (LOC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc5 (LOC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_RIGHT,Area hOc4la (LOC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,Area hOc4la (LOC),right,Area hOc4la (LOC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4la (LOC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_LEFT,Area hOc4la (LOC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,Area hOc4la (LOC),left,Area hOc4la (LOC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area hOc4la (LOC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_RIGHT,Area p24c.pd24cd (pACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC_RIGHT,Area p24c (pACC) right,right,Area p24c.pd24cd (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24c.pd24cd (pACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_RIGHT,Area p24c.pd24cv (pACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC_RIGHT,Area p24c (pACC) right,right,Area p24c.pd24cv (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24c.pd24cv (pACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_RIGHT,Area p24c.pv24c (pACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC_RIGHT,Area p24c (pACC) right,right,Area p24c.pv24c (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24c.pv24c (pACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_LEFT,Area p24c.pd24cd (pACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC_LEFT,Area p24c (pACC) left,left,Area p24c.pd24cd (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24c.pd24cd (pACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_LEFT,Area p24c.pd24cv (pACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC_LEFT,Area p24c (pACC) left,left,Area p24c.pd24cv (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24c.pd24cv (pACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_LEFT,Area p24c.pv24c (pACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC_LEFT,Area p24c (pACC) left,left,Area p24c.pv24c (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24c.pv24c (pACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_RIGHT,Area 25.25a (sACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC_RIGHT,Area 25 (sACC) right,right,Area 25.25a (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 25.25a (sACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_RIGHT,Area 25.25p (sACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC_RIGHT,Area 25 (sACC) right,right,Area 25.25p (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 25.25p (sACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_LEFT,Area 25.25a (sACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC_LEFT,Area 25 (sACC) left,left,Area 25.25a (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 25.25a (sACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_LEFT,Area 25.25p (sACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_SACC_LEFT,Area 25 (sACC) left,left,Area 25.25p (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 25.25p (sACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_RIGHT,Area p24ab.p24a (pACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC_RIGHT,Area p24ab (pACC) right,right,Area p24ab.p24a (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24ab.p24a (pACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_RIGHT,Area p24ab.p24b (pACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC_RIGHT,Area p24ab (pACC) right,right,Area p24ab.p24b (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24ab.p24b (pACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_LEFT,Area p24ab.p24a (pACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC_LEFT,Area p24ab (pACC) left,left,Area p24ab.p24a (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24ab.p24a (pACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_LEFT,Area p24ab.p24b (pACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC_LEFT,Area p24ab (pACC) left,left,Area p24ab.p24b (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p24ab.p24b (pACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_RIGHT,Area s32 (sACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC,Area s32 (sACC),right,Area s32 (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area s32 (sACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_LEFT,Area s32 (sACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC,Area s32 (sACC),left,Area s32 (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area s32 (sACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_RIGHT,Area 33 (ACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC,Area 33 (ACC),right,Area 33 (ACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 33 (ACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_LEFT,Area 33 (ACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC,Area 33 (ACC),left,Area 33 (ACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 33 (ACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_RIGHT,Area p32 (pACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC,Area p32 (pACC),right,Area p32 (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p32 (pACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_LEFT,Area p32 (pACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC,Area p32 (pACC),left,Area p32 (pACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area p32 (pACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_RIGHT,Area s24.s24a (sACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC_RIGHT,Area s24 (sACC) right,right,Area s24.s24a (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area s24.s24a (sACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_RIGHT,Area s24.s24b (sACC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC_RIGHT,Area s24 (sACC) right,right,Area s24.s24b (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area s24.s24b (sACC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_LEFT,Area s24.s24a (sACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC_LEFT,Area s24 (sACC) left,left,Area s24.s24a (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area s24.s24a (sACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_LEFT,Area s24.s24b (sACC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC_LEFT,Area s24 (sACC) left,left,Area s24.s24b (sACC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area s24.s24b (sACC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_RIGHT,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_RIGHT,"Area PirT (PiriformCortexMesial, temporal) right",right,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_RIGHT,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_RIGHT,"Area PirT (PiriformCortexMesial, temporal) right",right,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_LEFT,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_LEFT,"Area PirT (PiriformCortexMesial, temporal) left",left,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_LEFT,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_LEFT,"Area PirT (PiriformCortexMesial, temporal) left",left,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirT.Tu (PiriformCortexMesial, Piriform temporal Area, Uncus) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_RIGHT,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_RIGHT,"Area PirTB (PiriformCortexMesial, temporobasal) right",right,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_RIGHT,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_RIGHT,"Area PirTB (PiriformCortexMesial, temporobasal) right",right,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirTB.TBv (PiriformCortexMesial, Piriform temporobasal Area, ventral part) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_LEFT,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_LEFT,"Area PirTB (PiriformCortexMesial, temporobasal) left",left,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area PirTB.TBd (PiriformCortexMesial, Piriform temporobasal Area, dorsal part) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
