hemisphere,g3_entity_id,parcel_id,official_code,official_modified_name,seed_mask_code,seed_type,cohort,current_authority_decision,g3_vertex_count,dk_label_name,dk_label_id,dk_vertex_count,intersection_vertex_count,source_coverage_ratio,target_coverage_ratio,g1_entity_id,g1_name_en,g1_alignment_status,is_no_g1_target
left,NGIQ-BR-00000209,205,LOcC_L_4_4,inferior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1799,lingual,13,0,29,0.01612,0,NGIQ-BR-00000279,Left Lingual Gyrus,ALIGNED,false
left,NGIQ-BR-00000211,207,LOcC_L_2_1,medial superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1039,cuneus,5,0,83,0.079885,0,NGIQ-BR-00000271,Left Cuneus,ALIGNED,false
left,NGIQ-BR-00000211,207,LOcC_L_2_1,medial superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1039,lateraloccipital,11,0,79,0.076035,0,NGIQ-BR-00000277,Left Lateral Occipital Cortex,ALIGNED,false
left,NGIQ-BR-00000211,207,LOcC_L_2_1,medial superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1039,superiorparietal,29,0,877,0.844081,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000213,209,LOcC_L_2_2,lateral superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1702,inferiorparietal,8,0,15,0.008813,0,NGIQ-BR-00000274,Left Inferior Parietal Lobule,ALIGNED,false
left,NGIQ-BR-00000213,209,LOcC_L_2_2,lateral superior occipital gyrus,LOcC,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1702,superiorparietal,29,0,1687,0.991187,0,NGIQ-BR-00000295,Left Superior Parietal Lobule,ALIGNED,false
right,NGIQ-BR-00000002,2,SFG_R_7_1,medial area 8,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1854,superiorfrontal,28,0,1854,1.0,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000022,4,SFG_R_7_2,dorsolateral area 8,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1412,caudalmiddlefrontal,3,0,23,0.016289,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000022,4,SFG_R_7_2,dorsolateral area 8,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1412,superiorfrontal,28,0,1389,0.983711,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000024,6,SFG_R_7_3,lateral area 9,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1517,rostralmiddlefrontal,27,0,45,0.029664,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000024,6,SFG_R_7_3,lateral area 9,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1517,superiorfrontal,28,0,1472,0.970336,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000026,8,SFG_R_7_4,dorsolateral area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1530,caudalmiddlefrontal,3,0,3,0.001961,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000026,8,SFG_R_7_4,dorsolateral area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1530,precentral,24,0,4,0.002614,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000026,8,SFG_R_7_4,dorsolateral area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1530,superiorfrontal,28,0,1523,0.995425,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000028,10,SFG_R_7_5,medial area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1638,paracentral,17,0,85,0.051893,0,NGIQ-BR-00000314,Right Paracentral Lobule,ALIGNED,false
right,NGIQ-BR-00000028,10,SFG_R_7_5,medial area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1638,posteriorcingulate,23,0,18,0.010989,0,NGIQ-BR-00000320,Right Posterior Cingulate Cortex,ALIGNED,false
right,NGIQ-BR-00000028,10,SFG_R_7_5,medial area 6,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1638,superiorfrontal,28,0,1535,0.937118,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000030,12,SFG_R_7_6,medial area 9,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1795,superiorfrontal,28,0,1795,1.0,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000032,14,SFG_R_7_7,medial area 10,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1506,rostralmiddlefrontal,27,0,6,0.003984,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000032,14,SFG_R_7_7,medial area 10,SFG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1506,superiorfrontal,28,0,1500,0.996016,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000034,16,MFG_R_7_1,dorsal area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1946,caudalmiddlefrontal,3,0,256,0.131552,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000034,16,MFG_R_7_1,dorsal area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1946,rostralmiddlefrontal,27,0,1596,0.820144,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000034,16,MFG_R_7_1,dorsal area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1946,superiorfrontal,28,0,94,0.048304,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000036,18,MFG_R_7_2,inferior frontal junction,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1435,caudalmiddlefrontal,3,0,1353,0.942857,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000036,18,MFG_R_7_2,inferior frontal junction,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1435,precentral,24,0,20,0.013937,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000036,18,MFG_R_7_2,inferior frontal junction,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1435,rostralmiddlefrontal,27,0,62,0.043206,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000038,20,MFG_R_7_3,area 46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1609,rostralmiddlefrontal,27,0,1609,1.0,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000040,22,MFG_R_7_4,ventral area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1838,parsopercularis,18,0,22,0.01197,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000040,22,MFG_R_7_4,ventral area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1838,parstriangularis,20,0,23,0.012514,0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
right,NGIQ-BR-00000040,22,MFG_R_7_4,ventral area 9/46,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1838,rostralmiddlefrontal,27,0,1793,0.975517,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000042,24,MFG_R_7_5,ventrolateral area 8,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1347,caudalmiddlefrontal,3,0,488,0.362287,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000042,24,MFG_R_7_5,ventrolateral area 8,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1347,rostralmiddlefrontal,27,0,859,0.637713,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000044,26,MFG_R_7_6,ventrolateral area 6,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1206,caudalmiddlefrontal,3,0,1156,0.958541,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000044,26,MFG_R_7_6,ventrolateral area 6,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1206,precentral,24,0,1,0.000829,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000044,26,MFG_R_7_6,ventrolateral area 6,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1206,superiorfrontal,28,0,49,0.04063,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000046,28,MFG_R_7_7,lateral area 10,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1571,lateralorbitofrontal,12,0,30,0.019096,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000046,28,MFG_R_7_7,lateral area 10,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1571,parsorbitalis,19,0,45,0.028644,0,NGIQ-BR-00000316,"Right Inferior Frontal Gyrus, Pars Orbitalis",ALIGNED,false
right,NGIQ-BR-00000046,28,MFG_R_7_7,lateral area 10,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1571,rostralmiddlefrontal,27,0,1470,0.93571,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000046,28,MFG_R_7_7,lateral area 10,MFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1571,superiorfrontal,28,0,26,0.01655,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000004,30,IFG_R_6_1,dorsal area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,caudalmiddlefrontal,3,0,37,0.033575,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000004,30,IFG_R_6_1,dorsal area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,parsopercularis,18,0,797,0.72323,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000004,30,IFG_R_6_1,dorsal area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,precentral,24,0,2,0.001815,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000004,30,IFG_R_6_1,dorsal area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1102,rostralmiddlefrontal,27,0,266,0.241379,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000048,32,IFG_R_6_2,inferior frontal sulcus,IFG,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,592,parsopercularis,18,0,64,0.108108,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000048,32,IFG_R_6_2,inferior frontal sulcus,IFG,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,592,parstriangularis,20,0,430,0.726351,0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
right,NGIQ-BR-00000048,32,IFG_R_6_2,inferior frontal sulcus,IFG,composite,COMPOSITE_SEED_PENDING,NO_G1_ROLLUP,592,rostralmiddlefrontal,27,0,98,0.165541,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000050,34,IFG_R_6_3,caudal area 45,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,542,parsopercularis,18,0,280,0.516605,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000050,34,IFG_R_6_3,caudal area 45,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,542,parstriangularis,20,0,262,0.483395,0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
right,NGIQ-BR-00000052,36,IFG_R_6_4,rostral area 45,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,685,parstriangularis,20,0,685,1.0,0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
right,NGIQ-BR-00000054,38,IFG_R_6_5,opercular area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1650,lateralorbitofrontal,12,0,25,0.015152,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000054,38,IFG_R_6_5,opercular area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1650,parsopercularis,18,0,722,0.437576,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000054,38,IFG_R_6_5,opercular area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1650,parsorbitalis,19,0,6,0.003636,0,NGIQ-BR-00000316,"Right Inferior Frontal Gyrus, Pars Orbitalis",ALIGNED,false
right,NGIQ-BR-00000054,38,IFG_R_6_5,opercular area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1650,parstriangularis,20,0,876,0.530909,0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
right,NGIQ-BR-00000054,38,IFG_R_6_5,opercular area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1650,precentral,24,0,21,0.012727,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000056,40,IFG_R_6_6,ventral area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,565,parsopercularis,18,0,501,0.886726,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000056,40,IFG_R_6_6,ventral area 44,IFG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,565,precentral,24,0,64,0.113274,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000058,42,OrG_R_6_1,medial area 14,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1016,medialorbitofrontal,14,0,910,0.895669,0,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000058,42,OrG_R_6_1,medial area 14,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1016,rostralanteriorcingulate,26,0,59,0.058071,0,NGIQ-BR-00000323,Right Rostral Anterior Cingulate Cortex,ALIGNED,false
right,NGIQ-BR-00000058,42,OrG_R_6_1,medial area 14,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1016,superiorfrontal,28,0,47,0.04626,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000060,44,OrG_R_6_2,orbital area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,645,lateralorbitofrontal,12,0,245,0.379845,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000060,44,OrG_R_6_2,orbital area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,645,parsorbitalis,19,0,400,0.620155,0,NGIQ-BR-00000316,"Right Inferior Frontal Gyrus, Pars Orbitalis",ALIGNED,false
right,NGIQ-BR-00000062,46,OrG_R_6_3,lateral area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2618,lateralorbitofrontal,12,0,2504,0.956455,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000062,46,OrG_R_6_3,lateral area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2618,parsorbitalis,19,0,48,0.018335,0,NGIQ-BR-00000316,"Right Inferior Frontal Gyrus, Pars Orbitalis",ALIGNED,false
right,NGIQ-BR-00000062,46,OrG_R_6_3,lateral area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2618,rostralmiddlefrontal,27,0,2,0.000764,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000062,46,OrG_R_6_3,lateral area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,2618,insula,35,0,64,0.024446,0,NGIQ-BR-00000330,Right Insula,ALIGNED,false
right,NGIQ-BR-00000064,48,OrG_R_6_4,medial area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1339,lateralorbitofrontal,12,0,148,0.11053,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000064,48,OrG_R_6_4,medial area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1339,medialorbitofrontal,14,0,754,0.563107,0,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000064,48,OrG_R_6_4,medial area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1339,rostralmiddlefrontal,27,0,52,0.038835,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000064,48,OrG_R_6_4,medial area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1339,superiorfrontal,28,0,16,0.011949,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000064,48,OrG_R_6_4,medial area 11,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1339,frontalpole,32,0,369,0.275579,0,,,NO_G1_TARGET,true
right,NGIQ-BR-00000066,50,OrG_R_6_5,area 13,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1964,lateralorbitofrontal,12,0,792,0.403259,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000066,50,OrG_R_6_5,area 13,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1964,medialorbitofrontal,14,0,1119,0.569756,0,NGIQ-BR-00000311,Right Medial Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000066,50,OrG_R_6_5,area 13,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1964,rostralanteriorcingulate,26,0,49,0.024949,0,NGIQ-BR-00000323,Right Rostral Anterior Cingulate Cortex,ALIGNED,false
right,NGIQ-BR-00000066,50,OrG_R_6_5,area 13,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1964,insula,35,0,4,0.002037,0,NGIQ-BR-00000330,Right Insula,ALIGNED,false
right,NGIQ-BR-00000068,52,OrG_R_6_6,lateral area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1113,lateralorbitofrontal,12,0,552,0.495957,0,NGIQ-BR-00000309,Right Lateral Orbitofrontal Cortex,ALIGNED,false
right,NGIQ-BR-00000068,52,OrG_R_6_6,lateral area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1113,parsorbitalis,19,0,447,0.401617,0,NGIQ-BR-00000316,"Right Inferior Frontal Gyrus, Pars Orbitalis",ALIGNED,false
right,NGIQ-BR-00000068,52,OrG_R_6_6,lateral area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1113,parstriangularis,20,0,99,0.088949,0,NGIQ-BR-00000317,"Right Inferior Frontal Gyrus, Pars Triangularis",ALIGNED,false
right,NGIQ-BR-00000068,52,OrG_R_6_6,lateral area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1113,rostralmiddlefrontal,27,0,6,0.005391,0,NGIQ-BR-00000324,Right Rostral Middle Frontal Cortex,ALIGNED,false
right,NGIQ-BR-00000068,52,OrG_R_6_6,lateral area 12/47,OrG,composite,COMPOSITE_SEED_PENDING,PENDING_HUMAN_REVIEW,1113,insula,35,0,9,0.008086,0,NGIQ-BR-00000330,Right Insula,ALIGNED,false
right,NGIQ-BR-00000070,54,PrG_R_6_1,area 4(head and face region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1905,postcentral,22,0,55,0.028871,0,NGIQ-BR-00000319,Right Postcentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000070,54,PrG_R_6_1,area 4(head and face region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1905,precentral,24,0,1850,0.971129,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000072,56,PrG_R_6_2,caudal dorsolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2652,caudalmiddlefrontal,3,0,153,0.057692,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000072,56,PrG_R_6_2,caudal dorsolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2652,precentral,24,0,2240,0.844646,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000072,56,PrG_R_6_2,caudal dorsolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2652,superiorfrontal,28,0,259,0.097662,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000074,58,PrG_R_6_3,area 4(upper limb region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2254,postcentral,22,0,79,0.035049,0,NGIQ-BR-00000319,Right Postcentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000074,58,PrG_R_6_3,area 4(upper limb region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2254,precentral,24,0,2175,0.964951,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000076,60,PrG_R_6_4,area 4(trunk region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1811,postcentral,22,0,78,0.04307,0,NGIQ-BR-00000319,Right Postcentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000076,60,PrG_R_6_4,area 4(trunk region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1811,precentral,24,0,1629,0.899503,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000076,60,PrG_R_6_4,area 4(trunk region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1811,superiorfrontal,28,0,104,0.057427,0,NGIQ-BR-00000325,Right Superior Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000078,62,PrG_R_6_5,area 4(tongue and larynx region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,parsopercularis,18,0,30,0.025663,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000078,62,PrG_R_6_5,area 4(tongue and larynx region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,postcentral,22,0,23,0.019675,0,NGIQ-BR-00000319,Right Postcentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000078,62,PrG_R_6_5,area 4(tongue and larynx region),PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1169,precentral,24,0,1116,0.954662,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000080,64,PrG_R_6_6,caudal ventrolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1439,caudalmiddlefrontal,3,0,25,0.017373,0,NGIQ-BR-00000301,Right Caudal Middle Frontal Gyrus,ALIGNED,false
right,NGIQ-BR-00000080,64,PrG_R_6_6,caudal ventrolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1439,parsopercularis,18,0,25,0.017373,0,NGIQ-BR-00000315,"Right Inferior Frontal Gyrus, Pars Opercularis",ALIGNED,false
right,NGIQ-BR-00000080,64,PrG_R_6_6,caudal ventrolateral area 6,PrG,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,1439,precentral,24,0,1389,0.965254,0,NGIQ-BR-00000321,Right Precentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000082,66,PCL_R_2_1,area 1/2/3 (lower limb region),PCL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2123,paracentral,17,0,1972,0.928874,0,NGIQ-BR-00000314,Right Paracentral Lobule,ALIGNED,false
right,NGIQ-BR-00000082,66,PCL_R_2_1,area 1/2/3 (lower limb region),PCL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2123,postcentral,22,0,41,0.019312,0,NGIQ-BR-00000319,Right Postcentral Gyrus,ALIGNED,false
right,NGIQ-BR-00000082,66,PCL_R_2_1,area 1/2/3 (lower limb region),PCL,single,SINGLE_SEED_CONTROL,SEED_CONTAINMENT_CONFIRMED,2123,posteriorcingulate,23,0,2,0.000942,0,NGIQ-BR-00000320,Right Posterior Cingulate Cortex,ALIGNED,false
