component_index,parcel_id,official_name,official_code,canonical_g3_id,hemisphere,lut_name,lobe,macro_gyrus_name,source_asset,source_sha256,output_asset,output_sha256,source_space,target_space,transform_sha256,tool,tool_version,interpolation,source_scale,output_scale,source_nonzero_voxels,target_nonzero_voxels,source_probability_sum,target_probability_sum,probability_sum_ratio,support_volume_ratio,target_grid_match,hemisphere_check,finite_check,range_check,nonempty_check,cross_check,boundary_touch_fraction,correct_side_mass_fraction,transform_status
127,127,Superior parietal lobule,SPL_L_5_2,NGIQ-BR-00000137,left,A7c_L,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp127_SPL_L_5_2_prob_2009c.nii.gz,527ca0ab3133a3d57ea9ff688a6fe28b3dfd10a8a174ab16e7c80b3ee719636f,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,11713,37833,238637.0745,5400.9276,0.022632,3.230001,True,True,True,True,True,True,0.0,0.99934,PASS
128,128,Superior parietal lobule,SPL_R_5_2,NGIQ-BR-00000138,right,A7c_R,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp128_SPL_R_5_2_prob_2009c.nii.gz,299d2b67cad6c41dd1e7626bb5fc0cad4a723ccc17922c6179adea7944007e02,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12110,33271,247541.8355,4574.4816,0.01848,2.747399,True,True,True,True,True,True,0.0,1.0,PASS
129,129,Superior parietal lobule,SPL_L_5_3,NGIQ-BR-00000139,left,A5l_L,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp129_SPL_L_5_3_prob_2009c.nii.gz,a151252bc8a362a275a9512e2cef2b1b28ef22266e984738cfaabc0bc2b61a78,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6665,21981,230508.4967,5512.1243,0.023913,3.297974,True,True,True,True,True,True,0.0,1.0,PASS
130,130,Superior parietal lobule,SPL_R_5_3,NGIQ-BR-00000140,right,A5l_R,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp130_SPL_R_5_3_prob_2009c.nii.gz,e2943629fd23a7ebfe6f3303f4215d9513f5b5ec7e62bd5551d00fccbd1ae55c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10089,30816,253335.6675,5628.7875,0.022219,3.054416,True,True,True,True,True,True,0.0,1.0,PASS
131,131,Superior parietal lobule,SPL_L_5_4,NGIQ-BR-00000141,left,A7pc_L,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp131_SPL_L_5_4_prob_2009c.nii.gz,6ee9b61c21cf89eab8d0a835255bc36a02de7e784de83280b2db2e22a771d6e2,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6011,21083,177574.0921,4107.6649,0.023132,3.507403,True,True,True,True,True,True,0.0,1.0,PASS
132,132,Superior parietal lobule,SPL_R_5_4,NGIQ-BR-00000142,right,A7pc_R,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp132_SPL_R_5_4_prob_2009c.nii.gz,07297e5178d37b810ee0d7f0780fe2dcf0cdb0b7a3f42de9ac6dda835af13ac6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6314,21526,198996.2354,4666.8029,0.023452,3.409249,True,True,True,True,True,True,0.0,1.0,PASS
133,133,Superior parietal lobule,SPL_L_5_5,NGIQ-BR-00000143,left,A7ip_L,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp133_SPL_L_5_5_prob_2009c.nii.gz,20105a034af580186b93e2e6106ee7dbc08f54d43826a2ac01219d3d8ddf3e82,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12026,38322,215307.3287,5254.558,0.024405,3.186596,True,True,True,True,True,True,0.0,0.999729,PASS
134,134,Superior parietal lobule,SPL_R_5_5,NGIQ-BR-00000144,right,A7ip_R,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp134_SPL_R_5_5_prob_2009c.nii.gz,49763e4d3f184548e17b8a4f3ee7743f799661afe77228cbc21fa175dcef453e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,13728,38817,240389.6777,4617.3948,0.019208,2.827579,True,True,True,True,True,True,0.0,1.0,PASS
135,135,Inferior parietal lobule,IPL_L_6_1,NGIQ-BR-00000011,left,A39c_L,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp135_IPL_L_6_1_prob_2009c.nii.gz,98fbe99fa7c8ddcd934250ee396de90817856fd6f74411891c649a49c21cb0e3,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10774,29775,457200.0213,8511.952,0.018618,2.763598,True,True,True,True,True,True,0.0,1.0,PASS
136,136,Inferior parietal lobule,IPL_R_6_1,NGIQ-BR-00000012,right,A39c_R,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp136_IPL_R_6_1_prob_2009c.nii.gz,4492f3feea74c00fad4ec127adb7569d2005fbf217020d5fd205ea1a8bb95ac5,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,15854,45638,502062.6514,10164.4796,0.020245,2.878643,True,True,True,True,True,True,0.0,1.0,PASS
137,137,Inferior parietal lobule,IPL_L_6_2,NGIQ-BR-00000145,left,A39rd_L,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp137_IPL_L_6_2_prob_2009c.nii.gz,c184aeb9d0b244b9851be68c48e49c679c487460f7e4611271ec2b4e5f02e7cc,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,19285,53337,391686.8586,8589.3312,0.021929,2.765725,True,True,True,True,True,True,0.0,1.0,PASS
138,138,Inferior parietal lobule,IPL_R_6_2,NGIQ-BR-00000146,right,A39rd_R,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp138_IPL_R_6_2_prob_2009c.nii.gz,8e740119775b2438c0a9a4ee0a37edab869ff4e3f2f25005ee6c170de877fd7c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,18859,52914,439576.9035,8719.5228,0.019836,2.805769,True,True,True,True,True,True,0.0,1.0,PASS
139,139,Inferior parietal lobule,IPL_L_6_3,NGIQ-BR-00000147,left,A40rd_L,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp139_IPL_L_6_3_prob_2009c.nii.gz,0e7152053e2300c88812d6c8ea7013e61ca1070054553a183caebf1ce9b68a69,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,17850,50768,442420.8166,9127.0277,0.02063,2.844146,True,True,True,True,True,True,0.0,1.0,PASS
140,140,Inferior parietal lobule,IPL_R_6_3,NGIQ-BR-00000148,right,A40rd_R,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp140_IPL_R_6_3_prob_2009c.nii.gz,4f58248abc28bab85cad1350e89f9d9576c5dbb907d2e0f433b57aff267fd6a0,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,12402,36965,439927.6875,9708.3034,0.022068,2.980568,True,True,True,True,True,True,0.0,1.0,PASS
141,141,Inferior parietal lobule,IPL_L_6_4,NGIQ-BR-00000149,left,A40c_L,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp141_IPL_L_6_4_prob_2009c.nii.gz,54b059b419bcc9509a0699727711c6082b1d1917c76539327c1f18c8a6ce60b6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,23548,63426,508689.5729,10758.5479,0.02115,2.693477,True,True,True,True,True,True,0.0,1.0,PASS
142,142,Inferior parietal lobule,IPL_R_6_4,NGIQ-BR-00000150,right,A40c_R,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp142_IPL_R_6_4_prob_2009c.nii.gz,0d18074a59f36026bf62a1dfb6ab9600106096ae2b2b13c34c4e4b741f0d4d34,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,21090,58409,508747.8331,10639.5093,0.020913,2.769512,True,True,True,True,True,True,0.0,1.0,PASS
143,143,Inferior parietal lobule,IPL_L_6_5,NGIQ-BR-00000151,left,A39rv_L,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp143_IPL_L_6_5_prob_2009c.nii.gz,d45ed2a8a4fd946eccbcfbd11ddd06fbe1ae411b2b51f481849f995b2bd8a26f,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,16786,46383,525391.9393,10574.8934,0.020128,2.763196,True,True,True,True,True,True,0.0,1.0,PASS
144,144,Inferior parietal lobule,IPL_R_6_5,NGIQ-BR-00000152,right,A39rv_R,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp144_IPL_R_6_5_prob_2009c.nii.gz,c64d0400cbbd9034e53872a045642c1db7b5deb355df6d35238563fad0a186ec,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,18260,51016,533000.0504,11104.0735,0.020833,2.793866,True,True,True,True,True,True,0.0,1.0,PASS
145,145,Inferior parietal lobule,IPL_L_6_6,NGIQ-BR-00000153,left,A40rv_L,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp145_IPL_L_6_6_prob_2009c.nii.gz,6d6460bd71fc2dbd54bbc84d5d2215c64cd087fb7605b0d8469f2c496649cd4d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,18215,51706,486910.7889,9942.9247,0.02042,2.838649,True,True,True,True,True,True,0.0,1.0,PASS
146,146,Inferior parietal lobule,IPL_R_6_6,NGIQ-BR-00000154,right,A40rv_R,Parietal lobe,Inferior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp146_IPL_R_6_6_prob_2009c.nii.gz,388543b0c021526334e2f198f283098159bd68273350fd11b8a3a64a727ac5c6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,11207,32884,514784.8719,10621.2809,0.020632,2.934238,True,True,True,True,True,True,0.0,1.0,PASS
147,147,Precuneus,PCun_L_4_1,NGIQ-BR-00000155,left,A7m_L,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp147_PCun_L_4_1_prob_2009c.nii.gz,e05a3d41de205839c8a48027a0cc5786bce2d1e85117aed91df0b174f3fc8e8f,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8745,25278,243598.5338,4941.2693,0.020284,2.890566,True,True,True,True,True,True,0.0,0.917526,PASS
148,148,Precuneus,PCun_R_4_1,NGIQ-BR-00000156,right,A7m_R,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp148_PCun_R_4_1_prob_2009c.nii.gz,d049dabb6c54d985235d7b95008657e3eb5dc9fa4de80dafa227aec4edd59d52,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10674,30118,250397.5144,4995.1074,0.019949,2.821623,True,True,True,True,True,True,0.0,0.965832,PASS
149,149,Precuneus,PCun_L_4_2,NGIQ-BR-00000157,left,A5m_L,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp149_PCun_L_4_2_prob_2009c.nii.gz,c858ae89fb5c30db109b01c8d04e32fe022f648d6c6ba6456e7dd3c4ac177f47,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6610,21150,245421.3844,4951.4916,0.020175,3.199697,True,True,True,True,True,True,0.0,0.974006,PASS
150,150,Precuneus,PCun_R_4_2,NGIQ-BR-00000158,right,A5m_R,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp150_PCun_R_4_2_prob_2009c.nii.gz,1b180c41d8c281245367b1b1ac3a7d708698f937ef73e59e7bf8cf6b1485eacd,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6093,18594,256523.5333,5320.6137,0.020741,3.051699,True,True,True,True,True,True,0.0,0.953769,PASS
151,151,Precuneus,PCun_L_4_3,NGIQ-BR-00000159,left,dmPOS_L,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp151_PCun_L_4_3_prob_2009c.nii.gz,0755f884170063e5f2b0e3f46b1c3c11a827282d8cd69f72ac0b3209223ed723,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8092,22838,415872.2279,8517.2109,0.02048,2.822294,True,True,True,True,True,True,0.0,0.987403,PASS
152,152,Precuneus,PCun_R_4_3,NGIQ-BR-00000160,right,dmPOS_R,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp152_PCun_R_4_3_prob_2009c.nii.gz,5dd8acbe852038750364d7bf313fd59e0b6923bc78b176386aba2f83ec50dcbf,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7424,20736,467717.985,9499.2234,0.02031,2.793103,True,True,True,True,True,True,0.0,0.998505,PASS
153,153,Precuneus,PCun_L_4_4,NGIQ-BR-00000161,left,A31_L,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp153_PCun_L_4_4_prob_2009c.nii.gz,fe8d4e8361aba024b9f91e609693582a2d17d6383afc5e742e17ea914f6d6513,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8874,24265,342907.8531,7009.6662,0.020442,2.734393,True,True,True,True,True,True,0.0,0.93027,PASS
154,154,Precuneus,PCun_R_4_4,NGIQ-BR-00000162,right,A31_R,Parietal lobe,Precuneus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp154_PCun_R_4_4_prob_2009c.nii.gz,e3c229b083df3aabbdf99d66e20f6dc5b387cd55580d1f72b77ec69bf8a71427,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9360,25844,379160.9662,7634.1739,0.020134,2.761111,True,True,True,True,True,True,0.0,0.930435,PASS
155,155,Postcentral gyrus,PoG_L_4_1,NGIQ-BR-00000163,left,A1/2/3ulhf_L,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp155_PoG_L_4_1_prob_2009c.nii.gz,b8a6895397562610ddb0093dbcdd5a330ea5aff7ef84ac49ca01d9b893988e1d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9327,28306,378933.4779,7830.8655,0.020666,3.034845,True,True,True,True,True,True,0.0,1.0,PASS
156,156,Postcentral gyrus,PoG_R_4_1,NGIQ-BR-00000164,right,A1/2/3ulhf_R,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp156_PoG_R_4_1_prob_2009c.nii.gz,52efa5c253eaf9af3a6d63814cc40200fb4b1da914123d6a84080cb7bbbf7848,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9683,31607,326238.5029,7189.2441,0.022037,3.264174,True,True,True,True,True,True,0.0,1.0,PASS
157,157,Postcentral gyrus,PoG_L_4_2,NGIQ-BR-00000165,left,A1/2/3tonIa_L,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp157_PoG_L_4_2_prob_2009c.nii.gz,e879c5a897544a3905669de9b17ce2d8c5b3a88fe75509383800090e438b92b1,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6819,21717,249578.7253,5321.0702,0.02132,3.184778,True,True,True,True,True,True,0.0,1.0,PASS
158,158,Postcentral gyrus,PoG_R_4_2,NGIQ-BR-00000166,right,A1/2/3tonIa_R,Parietal lobe,Postcentral gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp158_PoG_R_4_2_prob_2009c.nii.gz,bf437767617e841de7257248f151a4f439021cf32198025ab0e88b59a2b9bdc3,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7911,27097,262990.0191,5690.8167,0.021639,3.425231,True,True,True,True,True,True,0.0,1.0,PASS
