spatial_region_id,spatial_region_name,hemisphere,representation_type,external_region_id,g4_entity_id,g4_name,alignment_method,alignment_status
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT,"Nfast (Cerebellum, Fastigial Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_NFAST_CEREBELLUM_FASTIGIAL_NUCLEUS_LEFT,NGIQ-BR-00000704,"Nfast (Cerebellum, Fastigial Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS_RIGHT,STN (Subthalamus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS_RIGHT,NGIQ-BR-00000705,STN (Subthalamus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS_LEFT,STN (Subthalamus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS_LEFT,NGIQ-BR-00000706,STN (Subthalamus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS_RIGHT,"Rt (Thalamus, reticular Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS_RIGHT,NGIQ-BR-00000707,"Rt (Thalamus, reticular Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS_LEFT,"Rt (Thalamus, reticular Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS_LEFT,NGIQ-BR-00000708,"Rt (Thalamus, reticular Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ZI_THALAMUS_ZONA_INCERTA_RIGHT,"ZI (Thalamus, zona incerta) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ZI_THALAMUS_ZONA_INCERTA_RIGHT,NGIQ-BR-00000709,"ZI (Thalamus, zona incerta) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ZI_THALAMUS_ZONA_INCERTA_LEFT,"ZI (Thalamus, zona incerta) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_ZI_THALAMUS_ZONA_INCERTA_LEFT,NGIQ-BR-00000710,"ZI (Thalamus, zona incerta) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_RIGHT,CGM (Metathalamus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_RIGHT,NGIQ-BR-00000711,CGM (Metathalamus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_LEFT,CGM (Metathalamus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGM_METATHALAMUS_LEFT,NGIQ-BR-00000712,CGM (Metathalamus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_RIGHT,CGL (Metathalamus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_RIGHT,NGIQ-BR-00000713,CGL (Metathalamus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_LEFT,CGL (Metathalamus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS_LEFT,NGIQ-BR-00000714,CGL (Metathalamus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT,"MV (Thalamus, medioventral Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_RIGHT,NGIQ-BR-00000715,"MV (Thalamus, medioventral Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT,"MV (Thalamus, medioventral Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MV_THALAMUS_MEDIOVENTRAL_NUCLEUS_LEFT,NGIQ-BR-00000716,"MV (Thalamus, medioventral Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT,"MD (Thalamus, mediodorsal Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_RIGHT,NGIQ-BR-00000717,"MD (Thalamus, mediodorsal Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT,"MD (Thalamus, mediodorsal Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MD_THALAMUS_MEDIODORSAL_NUCLEUS_LEFT,NGIQ-BR-00000718,"MD (Thalamus, mediodorsal Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PV_THALAMUS_PARAVENTRICULAR_NUCLEUS_RIGHT,"Pv (Thalamus, paraventricular Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PV_THALAMUS_PARAVENTRICULAR_NUCLEUS_RIGHT,NGIQ-BR-00000719,"Pv (Thalamus, paraventricular Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PV_THALAMUS_PARAVENTRICULAR_NUCLEUS_LEFT,"Pv (Thalamus, paraventricular Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PV_THALAMUS_PARAVENTRICULAR_NUCLEUS_LEFT,NGIQ-BR-00000720,"Pv (Thalamus, paraventricular Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PO_THALAMUS_POSTERIOR_NUCLEUS_RIGHT,"Po (Thalamus, posterior Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PO_THALAMUS_POSTERIOR_NUCLEUS_RIGHT,NGIQ-BR-00000721,"Po (Thalamus, posterior Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PO_THALAMUS_POSTERIOR_NUCLEUS_LEFT,"Po (Thalamus, posterior Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PO_THALAMUS_POSTERIOR_NUCLEUS_LEFT,NGIQ-BR-00000722,"Po (Thalamus, posterior Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR_RIGHT,"PUm (Thalamus, medial pulvinar) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR_RIGHT,NGIQ-BR-00000723,"PUm (Thalamus, medial pulvinar) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR_LEFT,"PUm (Thalamus, medial pulvinar) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR_LEFT,NGIQ-BR-00000724,"PUm (Thalamus, medial pulvinar) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUL_THALAMUS_LATERAL_PULVINAR_RIGHT,"PUl (Thalamus, lateral pulvinar) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUL_THALAMUS_LATERAL_PULVINAR_RIGHT,NGIQ-BR-00000725,"PUl (Thalamus, lateral pulvinar) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUL_THALAMUS_LATERAL_PULVINAR_LEFT,"PUl (Thalamus, lateral pulvinar) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUL_THALAMUS_LATERAL_PULVINAR_LEFT,NGIQ-BR-00000726,"PUl (Thalamus, lateral pulvinar) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT,"Li (Thalamus, limitans Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_RIGHT,NGIQ-BR-00000727,"Li (Thalamus, limitans Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_LEFT,"Li (Thalamus, limitans Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LI_THALAMUS_LIMITANS_NUCLEUS_LEFT,NGIQ-BR-00000728,"Li (Thalamus, limitans Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SG_THALAMUS_SUPRAGENICULATE_NUCLEUS_RIGHT,"Sg (Thalamus, suprageniculate Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SG_THALAMUS_SUPRAGENICULATE_NUCLEUS_RIGHT,NGIQ-BR-00000729,"Sg (Thalamus, suprageniculate Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SG_THALAMUS_SUPRAGENICULATE_NUCLEUS_LEFT,"Sg (Thalamus, suprageniculate Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SG_THALAMUS_SUPRAGENICULATE_NUCLEUS_LEFT,NGIQ-BR-00000730,"Sg (Thalamus, suprageniculate Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT,"LP (Thalamus, lateral posterior Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_RIGHT,NGIQ-BR-00000731,"LP (Thalamus, lateral posterior Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT,"LP (Thalamus, lateral posterior Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT,NGIQ-BR-00000732,"LP (Thalamus, lateral posterior Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR_RIGHT,"PUi (Thalamus, inferior pulvinar) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR_RIGHT,NGIQ-BR-00000733,"PUi (Thalamus, inferior pulvinar) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR_LEFT,"PUi (Thalamus, inferior pulvinar) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR_LEFT,NGIQ-BR-00000734,"PUi (Thalamus, inferior pulvinar) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUA_THALAMUS_ANTERIOR_PULVINAR_RIGHT,"PUa (Thalamus, anterior pulvinar) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUA_THALAMUS_ANTERIOR_PULVINAR_RIGHT,NGIQ-BR-00000735,"PUa (Thalamus, anterior pulvinar) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUA_THALAMUS_ANTERIOR_PULVINAR_LEFT,"PUa (Thalamus, anterior pulvinar) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUA_THALAMUS_ANTERIOR_PULVINAR_LEFT,NGIQ-BR-00000736,"PUa (Thalamus, anterior pulvinar) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT,"LD (Thalamus, lateral dorsal Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_RIGHT,NGIQ-BR-00000737,"LD (Thalamus, lateral dorsal Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT,"LD (Thalamus, lateral dorsal Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LD_THALAMUS_LATERAL_DORSAL_NUCLEUS_LEFT,NGIQ-BR-00000738,"LD (Thalamus, lateral dorsal Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_RIGHT,"AV (Thalamus, anteroventral Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_RIGHT,NGIQ-BR-00000739,"AV (Thalamus, anteroventral Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_LEFT,"AV (Thalamus, anteroventral Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AV_THALAMUS_ANTEROVENTRAL_NUCLEUS_LEFT,NGIQ-BR-00000740,"AV (Thalamus, anteroventral Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AM_THALAMUS_ANTEROMEDIAL_NUCLEUS_RIGHT,"AM (Thalamus, anteromedial Nucleus) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AM_THALAMUS_ANTEROMEDIAL_NUCLEUS_RIGHT,NGIQ-BR-00000741,"AM (Thalamus, anteromedial Nucleus) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AM_THALAMUS_ANTEROMEDIAL_NUCLEUS_LEFT,"AM (Thalamus, anteromedial Nucleus) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AM_THALAMUS_ANTEROMEDIAL_NUCLEUS_LEFT,NGIQ-BR-00000742,"AM (Thalamus, anteromedial Nucleus) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
