row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,canonical_g4_descendant_count,canonical_g4_ids,canonical_g4_entity_ids,spatial_identity_status
180,AREA_IG3_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA,Area Ig3 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_RIGHT,NGIQ-BR-00000537,ONE_TO_ONE_CANONICAL
181,AREA_MFG1_MFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG,Area MFG1 (MFG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG_LEFT,NGIQ-BR-00000510,ONE_TO_ONE_CANONICAL
182,AREA_MFG1_MFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG,Area MFG1 (MFG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG_RIGHT,NGIQ-BR-00000509,ONE_TO_ONE_CANONICAL
183,AREA_MFG2_MFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG,Area MFG2 (MFG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG_LEFT,NGIQ-BR-00000498,ONE_TO_ONE_CANONICAL
184,AREA_MFG2_MFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG,Area MFG2 (MFG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG_RIGHT,NGIQ-BR-00000497,ONE_TO_ONE_CANONICAL
185,AREA_MFG4_MFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG,Area MFG4 (MFG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG_LEFT,NGIQ-BR-00000508,ONE_TO_ONE_CANONICAL
186,AREA_MFG4_MFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG,Area MFG4 (MFG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG_RIGHT,NGIQ-BR-00000507,ONE_TO_ONE_CANONICAL
187,AREA_MFG5_MFG_IFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG,"Area MFG5 (MFG, IFG) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG_LEFT,NGIQ-BR-00000520,ONE_TO_ONE_CANONICAL
188,AREA_MFG5_MFG_IFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG,"Area MFG5 (MFG, IFG) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG_RIGHT,NGIQ-BR-00000519,ONE_TO_ONE_CANONICAL
189,AREA_OP10_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,Area Op10 (Frontal Operculum) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000474,ONE_TO_ONE_CANONICAL
190,AREA_OP10_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM,Area Op10 (Frontal Operculum) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000473,ONE_TO_ONE_CANONICAL
191,AREA_OP1_POPERC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP1_POPERC,Area Op1 (POperc) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP1_POPERC_LEFT,NGIQ-BR-00000404,ONE_TO_ONE_CANONICAL
192,AREA_OP1_POPERC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP1_POPERC,Area Op1 (POperc) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP1_POPERC_RIGHT,NGIQ-BR-00000403,ONE_TO_ONE_CANONICAL
193,AREA_OP2_POPERC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP2_POPERC,Area Op2 (POperc) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP2_POPERC_LEFT,NGIQ-BR-00000406,ONE_TO_ONE_CANONICAL
194,AREA_OP2_POPERC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP2_POPERC,Area Op2 (POperc) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP2_POPERC_RIGHT,NGIQ-BR-00000405,ONE_TO_ONE_CANONICAL
195,AREA_OP3_POPERC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP3_POPERC,Area Op3 (POperc) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP3_POPERC_LEFT,NGIQ-BR-00000408,ONE_TO_ONE_CANONICAL
196,AREA_OP3_POPERC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP3_POPERC,Area Op3 (POperc) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP3_POPERC_RIGHT,NGIQ-BR-00000407,ONE_TO_ONE_CANONICAL
197,AREA_OP4_POPERC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC,Area Op4 (POperc) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_LEFT,NGIQ-BR-00000410,ONE_TO_ONE_CANONICAL
198,AREA_OP4_POPERC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC,Area Op4 (POperc) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP4_POPERC_RIGHT,NGIQ-BR-00000409,ONE_TO_ONE_CANONICAL
199,AREA_OP5_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,Area Op5 (Frontal Operculum) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000478,ONE_TO_ONE_CANONICAL
200,AREA_OP5_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM,Area Op5 (Frontal Operculum) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000477,ONE_TO_ONE_CANONICAL
201,AREA_OP6_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,Area Op6 (Frontal Operculum) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000476,ONE_TO_ONE_CANONICAL
202,AREA_OP6_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM,Area Op6 (Frontal Operculum) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000475,ONE_TO_ONE_CANONICAL
203,AREA_OP7_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,Area Op7 (Frontal Operculum) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000480,ONE_TO_ONE_CANONICAL
204,AREA_OP7_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM,Area Op7 (Frontal Operculum) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000479,ONE_TO_ONE_CANONICAL
205,AREA_OP8_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,Area Op8 (Frontal Operculum) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000484,ONE_TO_ONE_CANONICAL
206,AREA_OP8_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM,Area Op8 (Frontal Operculum) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000483,ONE_TO_ONE_CANONICAL
207,AREA_OP9_FRONTAL_OPERCULUM_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,Area Op9 (Frontal Operculum) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_LEFT,NGIQ-BR-00000482,ONE_TO_ONE_CANONICAL
208,AREA_OP9_FRONTAL_OPERCULUM_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM,Area Op9 (Frontal Operculum) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_RIGHT,NGIQ-BR-00000481,ONE_TO_ONE_CANONICAL
209,AREA_OTS1_OTS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,Area OTS1 (OTS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_LEFT,NGIQ-BR-00000574,ONE_TO_ONE_CANONICAL
210,AREA_OTS1_OTS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS,Area OTS1 (OTS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OTS1_OTS_RIGHT,NGIQ-BR-00000573,ONE_TO_ONE_CANONICAL
211,AREA_P24AB_PACC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,Area p24ab (pACC) left,left,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_LEFT,NGIQ-BR-00000643;NGIQ-BR-00000644,SHARED_SPATIAL_REPRESENTATION
212,AREA_P24AB_PACC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_PACC,Area p24ab (pACC) right,right,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_RIGHT,NGIQ-BR-00000641;NGIQ-BR-00000642,SHARED_SPATIAL_REPRESENTATION
213,AREA_P24C_PACC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,Area p24c (pACC) left,left,3,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_LEFT,NGIQ-BR-00000634;NGIQ-BR-00000635;NGIQ-BR-00000636,SHARED_SPATIAL_REPRESENTATION
214,AREA_P24C_PACC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PACC,Area p24c (pACC) right,right,3,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_RIGHT,NGIQ-BR-00000631;NGIQ-BR-00000632;NGIQ-BR-00000633,SHARED_SPATIAL_REPRESENTATION
215,AREA_P32_PACC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC,Area p32 (pACC) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_LEFT,NGIQ-BR-00000650,ONE_TO_ONE_CANONICAL
216,AREA_P32_PACC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC,Area p32 (pACC) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_RIGHT,NGIQ-BR-00000649,ONE_TO_ONE_CANONICAL
217,AREA_PFCM_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL,Area PFcm (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_LEFT,NGIQ-BR-00000414,ONE_TO_ONE_CANONICAL
218,AREA_PFCM_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL,Area PFcm (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFCM_IPL_RIGHT,NGIQ-BR-00000413,ONE_TO_ONE_CANONICAL
219,AREA_PFM_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL,Area PFm (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_LEFT,NGIQ-BR-00000420,ONE_TO_ONE_CANONICAL
220,AREA_PFM_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL,Area PFm (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFM_IPL_RIGHT,NGIQ-BR-00000419,ONE_TO_ONE_CANONICAL
221,AREA_PFOP_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL,Area PFop (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_LEFT,NGIQ-BR-00000424,ONE_TO_ONE_CANONICAL
222,AREA_PFOP_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL,Area PFop (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFOP_IPL_RIGHT,NGIQ-BR-00000423,ONE_TO_ONE_CANONICAL
223,AREA_PFT_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL,Area PFt (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_LEFT,NGIQ-BR-00000418,ONE_TO_ONE_CANONICAL
224,AREA_PFT_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL,Area PFt (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PFT_IPL_RIGHT,NGIQ-BR-00000417,ONE_TO_ONE_CANONICAL
225,AREA_PF_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL,Area PF (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_LEFT,NGIQ-BR-00000412,ONE_TO_ONE_CANONICAL
226,AREA_PF_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL,Area PF (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PF_IPL_RIGHT,NGIQ-BR-00000411,ONE_TO_ONE_CANONICAL
227,AREA_PGA_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL,Area PGa (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_LEFT,NGIQ-BR-00000416,ONE_TO_ONE_CANONICAL
228,AREA_PGA_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL,Area PGa (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGA_IPL_RIGHT,NGIQ-BR-00000415,ONE_TO_ONE_CANONICAL
229,AREA_PGP_IPL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL,Area PGp (IPL) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_LEFT,NGIQ-BR-00000422,ONE_TO_ONE_CANONICAL
230,AREA_PGP_IPL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL,Area PGp (IPL) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PGP_IPL_RIGHT,NGIQ-BR-00000421,ONE_TO_ONE_CANONICAL
231,AREA_PH1_PHG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG,Area Ph1 (PhG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_LEFT,NGIQ-BR-00000588,ONE_TO_ONE_CANONICAL
232,AREA_PH1_PHG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG,Area Ph1 (PhG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH1_PHG_RIGHT,NGIQ-BR-00000587,ONE_TO_ONE_CANONICAL
233,AREA_PH2_PHG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG,Area Ph2 (PhG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_LEFT,NGIQ-BR-00000590,ONE_TO_ONE_CANONICAL
234,AREA_PH2_PHG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG,Area Ph2 (PhG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH2_PHG_RIGHT,NGIQ-BR-00000589,ONE_TO_ONE_CANONICAL
235,AREA_PH3_PHG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG,Area Ph3 (PhG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_LEFT,NGIQ-BR-00000592,ONE_TO_ONE_CANONICAL
236,AREA_PH3_PHG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG,Area Ph3 (PhG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PH3_PHG_RIGHT,NGIQ-BR-00000591,ONE_TO_ONE_CANONICAL
237,AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,"Area PirTB (PiriformCortexMesial, temporobasal) left",left,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_LEFT,NGIQ-BR-00000661;NGIQ-BR-00000662,SHARED_SPATIAL_REPRESENTATION
238,AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_PIRIFORMCORTEXMESIAL_TEMPOROBASAL,"Area PirTB (PiriformCortexMesial, temporobasal) right",right,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBD_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_DORSAL_PART_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRTB_TBV_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPOROBASAL_AREA_VENTRAL_PART_RIGHT,NGIQ-BR-00000659;NGIQ-BR-00000660,SHARED_SPATIAL_REPRESENTATION
239,AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,"Area PirT (PiriformCortexMesial, temporal) left",left,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_LEFT,NGIQ-BR-00000657;NGIQ-BR-00000658,SHARED_SPATIAL_REPRESENTATION
240,AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_PIRIFORMCORTEXMESIAL_TEMPORAL,"Area PirT (PiriformCortexMesial, temporal) right",right,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TU_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_UNCUS_RIGHT,NGIQ-BR-00000655;NGIQ-BR-00000656,SHARED_SPATIAL_REPRESENTATION
241,AREA_S24_SACC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,Area s24 (sACC) left,left,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_LEFT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_LEFT,NGIQ-BR-00000653;NGIQ-BR-00000654,SHARED_SPATIAL_REPRESENTATION
242,AREA_S24_SACC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_SACC,Area s24 (sACC) right,right,2,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_RIGHT;JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_RIGHT,NGIQ-BR-00000651;NGIQ-BR-00000652,SHARED_SPATIAL_REPRESENTATION
243,AREA_S32_SACC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC,Area s32 (sACC) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_LEFT,NGIQ-BR-00000646,ONE_TO_ONE_CANONICAL
244,AREA_S32_SACC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC,Area s32 (sACC) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_RIGHT,NGIQ-BR-00000645,ONE_TO_ONE_CANONICAL
245,AREA_SFG2_SFG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG,Area SFG2 (SFG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG_LEFT,NGIQ-BR-00000522,ONE_TO_ONE_CANONICAL
246,AREA_SFG2_SFG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG,Area SFG2 (SFG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG_RIGHT,NGIQ-BR-00000521,ONE_TO_ONE_CANONICAL
